Source,Target,Weight,Type
NDNS_Anzengruber,NDNS_Gaudy,1,undirected
NDNS_Anzengruber,NDNS_Ludwig,5,undirected
NDNS_Anzengruber,NDNS_Scherr,2,undirected
NDNS_Artaria,NDNS_Buelow_Verzaubert,2,undirected
NDNS_Artaria,NDNS_Heiberg,2,undirected
NDNS_Artaria,NDNS_Scherr,1,undirected
NDNS_Artaria,NDNS_Spielhagen,2,undirected
NDNS_Artaria,NDNS_Vacano,3,undirected
NDNS_Bernstein,NDNS_Dingelstedt,1,undirected
NDNS_Bernstein,NDNS_Mosenthal,1,undirected
NDNS_Bernstein,NDNS_Mueller,2,undirected
NDNS_Bernstein,NDNS_Rosegger,3,undirected
NDNS_Bernstein,NDNS_Scherr,3,undirected
NDNS_Boehlau,NDNS_Buelow_Herr,1,undirected
NDNS_Boehlau,NDNS_Floerke,1,undirected
NDNS_Boehlau,NDNS_Frapan,1,undirected
NDNS_Boehlau,NDNS_Friedmann,2,undirected
NDNS_Boehlau,NDNS_Laistner,3,undirected
NDNS_Boehlau,NDNS_Smidt_Feuerschiff,3,undirected
NDNS_Boehm,NDNS_Frenzel,5,undirected
NDNS_Boehm,NDNS_Gutzkow,1,undirected
NDNS_Boehm,NDNS_Hoffmann,2,undirected
NDNS_Boehm,NDNS_Kleist,3,undirected
NDNS_Boehm,NDNS_Lindau_Welt,3,undirected
NDNS_Boehm,NDNS_Marbach,3,undirected
NDNS_Boehm,NDNS_Rosenthal-Bonin,1,undirected
NDNS_Boehm,NDNS_Schiller,2,undirected
NDNS_Boehm,NDNS_Vacano,1,undirected
NDNS_Boehm,NDNS_Widmann,4,undirected
NDNS_Boy-Ed,NDNS_Frenzel,2,undirected
NDNS_Boy-Ed,NDNS_Weber,1,undirected
NDNS_Boy-Ed,NDNS_Zitelmann,3,undirected
NDNS_Buelow_Herr,NDNS_Boehlau,1,undirected
NDNS_Buelow_Herr,NDNS_Frapan,2,undirected
NDNS_Buelow_Herr,NDNS_Laistner,3,undirected
NDNS_Buelow_Verzaubert,NDNS_Artaria,2,undirected
NDNS_Buelow_Verzaubert,NDNS_Vacano,3,undirected
NDNS_Buelow_Verzaubert,NDNS_Zitelmann,1,undirected
NDNS_Burow,NDNS_Puttkammer,3,undirected
NDNS_Burow,NDNS_Scherr,2,undirected
NDNS_Burow,NDNS_Zitelmann,1,undirected
NDNS_Dingelstedt,NDNS_Bernstein,1,undirected
NDNS_Dingelstedt,NDNS_Ebner-Eschenbach_Freiherren,3,undirected
NDNS_Dingelstedt,NDNS_Frenzel,2,undirected
NDNS_Dingelstedt,NDNS_Kirschner,3,undirected
NDNS_Dingelstedt,NDNS_Meyer,1,undirected
NDNS_Dingelstedt,NDNS_Puttkammer,1,undirected
NDNS_Dingelstedt,NDNS_Saar,2,undirected
NDNS_Dingelstedt,NDNS_Schweichel,1,undirected
NDNS_Dingelstedt,NDNS_Vacano,4,undirected
NDNS_Dueringsfeld,NDNS_Floerke,1,undirected
NDNS_Dueringsfeld,NDNS_Lindau_Wette,2,undirected
NDNS_Dueringsfeld,NDNS_Schweichel,2,undirected
NDNS_Dueringsfeld,NDNS_Vacano,3,undirected
NDNS_Ebner-Eschenbach_Freiherren,NDNS_Dingelstedt,3,undirected
NDNS_Ebner-Eschenbach_Freiherren,NDNS_Ebner-Eschenbach_Krambambuli,1,undirected
NDNS_Ebner-Eschenbach_Freiherren,NDNS_Schweichel,2,undirected
NDNS_Ebner-Eschenbach_Freiherren,NDNS_Vacano,1,undirected
NDNS_Ebner-Eschenbach_Krambambuli,NDNS_Ebner-Eschenbach_Freiherren,1,undirected
NDNS_Ebner-Eschenbach_Krambambuli,NDNS_Gaudy,2,undirected
